file,tags,tertiary
2200.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2201.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2202.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2203.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2204.png,"['Yellow/Black', 'Pillar Buoy', 'Double cone topmark points downwards']",
2205.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2206.png,"['Yellow', 'Mooring Superbuoy']",
2207.png,"['Yellow', 'Can Buoy', '“X” topmark']",
2208.png,['Position of Point Feature'],position of point feature
2209.png,"['Red', 'Lighted Beacon', 'Cone topmark']",
2210.png,"[None, 'Lighted Beacon', 'Double ball topmark', 'Black/Red/Black']",
2211.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2212.png,['Position of Point Feature'],position of point feature
2213.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2214.png,"['Pillar Buoy', '“X” topmark', 'Yellow']",
2215.png,"['“X” topmark', 'Conical Buoy', 'Yellow']",
2216.png,"['Yellow', 'Conical Buoy', '“X” topmark']",
2217.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2218.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2219.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2220.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2221.png,['Position of Point Feature'],position of point feature
2222.png,['horn'],
2223.png,['Minor Light'],minor light
2224.png,['Position of Point Feature'],position of point feature
2225.png,['Fishery Zone'],fishery zone
2226.png,['Fish Haven'],
2227.png,['Position of Point Feature'],position of point feature
2228.png,['Position of Point Feature'],position of point feature
2229.png,['Position of Point Feature'],position of point feature
2230.png,['Position of Point Feature'],position of point feature
2231.png,['Fish Haven'],
2232.png,['Position of Point Feature'],position of point feature
2233.png,['Position of Point Feature'],position of point feature
2234.png,['Fishery Zone'],fishery zone
2235.png,['Fish Haven'],
2236.png,['Fish Haven'],
2237.png,['Fish Haven'],
2238.png,['Fish Haven'],
2239.png,['Chimney'],
2240.png,['Position of Point Feature'],position of point feature
2241.png,['Vertical clearance'],vertical clearance
2242.png,"['Red', 'Can Buoy']",
2243.png,['Lighted Beacon'],
2244.png,['Reported Anchorage'],
2245.png,['Reported Anchorage'],
2246.png,['Underwater Hazard'],hazard
2247.png,['Underwater Hazard'],hazard
2248.png,['Underwater Hazard'],hazard
2249.png,['Underwater Hazard'],hazard
2250.png,"['Yellow', 'Pillar Buoy']",
2251.png,"['Yellow', 'Pillar Buoy']",
2252.png,"['Yellow', 'Pillar Buoy']",
2253.png,"['Green', 'Conical Buoy']",
2254.png,"['Conical Buoy', 'Green']",
2255.png,['Mooring Buoy'],
2256.png,['Underwater Hazard'],hazard
2257.png,['Underwater Hazard'],hazard
2258.png,['Underwater Hazard'],hazard
2259.png,['Underwater Hazard'],hazard
2260.png,['Position of Point Feature'],position of point feature
2261.png,['Vertical clearance'],vertical clearance
2262.png,['Fish Haven'],
2263.png,['Minor Light'],minor light
2264.png,['Position of Point Feature'],position of point feature
2265.png,['Position of Point Feature'],position of point feature
2266.png,['Position of Point Feature'],position of point feature
2267.png,['Position of Point Feature'],position of point feature
2268.png,['Position of Point Feature'],position of point feature
2269.png,['Vertical clearance'],vertical clearance
2270.png,['Vertical clearance'],vertical clearance
2271.png,['Vertical clearance'],vertical clearance
2272.png,['Vertical clearance'],vertical clearance
2273.png,['Vertical clearance'],vertical clearance
2274.png,['Vertical clearance'],vertical clearance
2275.png,['Vertical clearance'],vertical clearance
2276.png,['Chimney'],
2277.png,['Position of Point Feature'],position of point feature
2278.png,['Position of Point Feature'],position of point feature
2279.png,"['Yellow', 'Beacon']",
2280.png,['Danger Circle'],danger circle
2281.png,"['Conical Buoy', 'Red']",
2282.png,"['Conical Buoy', 'Green']",
2283.png,['Danger Circle'],danger circle
2284.png,['Rocks'],rock
2285.png,['Minor Light'],minor light
2286.png,['Minor Light'],minor light
2287.png,['Minor Light'],minor light
2288.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2289.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2290.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2291.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2292.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2293.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2294.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
2295.png,"['Green', 'Can topmark', 'Pillar Buoy']",
2296.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2297.png,"['Green', 'Can topmark', 'Pillar Buoy']",
2298.png,"['“X” topmark', 'Yellow', 'Conical Buoy']",
2299.png,"['White with Blue Horizontal Band(s)', 'Pillar Buoy']",
2301.png,"['Pillar Buoy', 'Black Cross Topmark']",
2302.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2303.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2304.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2305.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2306.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2307.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2308.png,"['Red', 'Can Buoy']",
2309.png,['Lighted Beacon'],
2310.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2311.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2312.png,['Position Circle'],position circle
2313.png,['Position Circle'],position circle
2314.png,['Masts'],
2315.png,['Minor Light'],minor light
2316.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2317.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2318.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2319.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2320.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2321.png,['Fishery Zone'],fishery zone
2322.png,['Minor Light'],minor light
2323.png,['Minor Light'],minor light
2324.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
2325.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2326.png,['Minor Light'],minor light
2327.png,"['White with Blue Horizontal Band(s)', 'Pillar Buoy', '“X” topmark']",
2328.png,"['White with Blue Horizontal Band(s)', 'Pillar Buoy']",
2329.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2330.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2331.png,"['Obscured Sector', 'Pillar Buoy', 'Black Cross Topmark']",obscured sector
2332.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2333.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2334.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2335.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2336.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2337.png,"['Pillar Buoy', 'Cone topmark', 'Red']",
2338.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2339.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2340.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2341.png,['Position of Point Feature'],position of point feature
2342.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2343.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2344.png,['horn'],
2345.png,"['Pillar Buoy', 'Yellow']",
2346.png,['Position of Point Feature'],position of point feature
2347.png,['Position of Point Feature'],position of point feature
2348.png,['Underwater Hazard'],hazard
2349.png,['Position of Point Feature'],position of point feature
2350.png,"['Yellow', 'Spar Buoy']",
2351.png,"['Yellow', 'Spar Buoy']",
2352.png,['Minor Light'],minor light
2353.png,['Minor Light'],minor light
2354.png,"['Green', 'Spar Buoy']",
2355.png,"['Red', 'Beacon']",
2356.png,['Position Circle'],position circle
2357.png,['Position Circle'],position circle
2358.png,['Position Circle'],position circle
2359.png,['Position Circle'],position circle
2360.png,['Position Circle'],position circle
2361.png,['Position Circle'],position circle
2362.png,[None],
2363.png,['Underwater Hazard'],hazard
2364.png,['Underwater Hazard'],hazard
2365.png,['Underwater Hazard'],hazard
2366.png,['Underwater Hazard'],hazard
2367.png,['Underwater Hazard'],hazard
2368.png,['Minor Light'],minor light
2369.png,"['Platform', 'Light Flare']",platform
2370.png,['Underwater Hazard'],hazard
2371.png,['Underwater Hazard'],hazard
2372.png,"['Green', 'Light Flare', 'Light flare']",
2373.png,"['Light Flare', 'Light flare']",
2374.png,"['Light Flare', 'Light flare']",
2375.png,"['Mast', 'Light Flare', 'Light flare']",
2376.png,"['Light Flare', 'Light flare']",
2377.png,"['Light Flare', 'Light flare']",
2378.png,"['Light Flare', 'Light flare', 'Mast']",
2379.png,"['Mast', 'Light Flare', 'Light flare']",
2380.png,"['Light Flare', 'Light flare']",
2381.png,['Mooring Buoy'],
2382.png,['Mooring Buoy'],
2383.png,['Precautionary Area'],
2384.png,"['Precautionary Area', 'Reported Anchorage']",
2385.png,"['Precautionary Area', 'Reported Anchorage']",
2386.png,['Mooring Buoy'],
2387.png,['Mooring Buoy'],
2388.png,"['Red', 'Conical Buoy']",
2389.png,"['Light Flare', 'Light flare']",
2390.png,"['Can Buoy', 'Red']",
2391.png,['Lighted Beacon'],
2392.png,['Underwater Hazard'],hazard
2393.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2394.png,['Underwater Hazard'],hazard
2395.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2396.png,['Reported Anchorage'],
2397.png,"['Red', 'Can Buoy']",
2398.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2399.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2400.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2401.png,"['Red', 'Can Buoy']",
2402.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2403.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2404.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2405.png,['Rocks'],rock
2406.png,['Rocks'],rock
2407.png,"['Pillar Buoy', 'Red', 'Can topmark']",
2408.png,"['Pillar Buoy', 'Can topmark', 'Red']",
2409.png,['Rocks'],rock
2410.png,['Rocks'],rock
2411.png,"['Red', 'Can Buoy']",
2412.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2413.png,"['Pillar Buoy', 'Red', 'Can topmark']",
2414.png,"['Yellow', 'Pillar Buoy', 'Can topmark']",
2415.png,['Mooring Buoy'],
2416.png,"['Red', 'Can Buoy']",
2417.png,"['Red', 'Pillar Buoy', '“X” topmark']",
2418.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2419.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2420.png,['Rocks'],rock
2421.png,['Rocks'],rock
2422.png,['Mooring Buoy'],
2423.png,['Fish Haven'],
2424.png,['Fish Haven'],
2425.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2426.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2427.png,"['Double cone topmark points downwards', 'Lighted Beacon', 'Yellow/Black']",
2428.png,['Fish Haven'],
2429.png,"['Yellow/Black', 'Lighted Beacon', 'Double cone topmark points downwards']",
2430.png,['Fish Haven'],
2431.png,['Fish Haven'],
2432.png,['Minor Light'],minor light
2433.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2434.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2435.png,['Position Circle'],position circle
2436.png,"['Lighted Beacon', 'Yellow/Black', 'Double cone topmark points downwards']",
2437.png,"['Pillar Buoy', 'Ball topmark', 'Red/White']",
2438.png,"['Superbuoy', 'Ball topmark']",
2439.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2440.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2441.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2442.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2443.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2444.png,['Marine Farm'],marine farm
2445.png,['Marine Farm'],marine farm
2446.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2447.png,"['Pillar Buoy', 'Yellow']",
2448.png,['Submerged object with exact position marker'],
2449.png,['Position of Point Feature'],position of point feature
2450.png,"['Yellow', 'Spherical Buoy']",
2451.png,['Position of Point Feature'],position of point feature
2452.png,"['Beacon represented as a star', 'Cone topmark', 'Red']",
2453.png,"['Beacon', 'Red', 'Cone topmark']",
2454.png,"['Red', 'Beacon represented as a star']",
2455.png,"['Red', 'Beacon', 'Cone topmark']",
2456.png,['Underwater Hazard'],hazard
2457.png,['Danger Circle'],danger circle
2458.png,['Position Circle'],position circle
2459.png,['Stranded Wreck'],
2460.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2461.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2462.png,['Minor Light'],minor light
2463.png,['Minor Light'],minor light
2464.png,['Platform'],platform
2465.png,['Minor Light'],minor light
2466.png,"['Beacon Tower', 'Light Flare', 'Vertical clearance', 'Red/White']",vertical clearance
2467.png,['Minor Light'],minor light
2468.png,['Minor Light'],minor light
2469.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2470.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2471.png,['Fishery Zone'],fishery zone
2472.png,['Fish Haven'],
2473.png,['Fish Haven'],
2474.png,['Fish Haven'],
2475.png,['Fish Haven'],
2476.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2477.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
2478.png,['Minor Light'],minor light
2479.png,['horn'],
2480.png,"['Yellow', 'Conical Buoy']",
2481.png,"['Yellow', 'Conical Buoy']",
2482.png,"['Yellow', 'Conical Buoy']",
2483.png,"['Yellow', 'Conical Buoy']",
2484.png,"['Conical Buoy', 'Yellow']",
2485.png,"['Yellow', 'Conical Buoy']",
2486.png,['Major Light'],
2487.png,"['Yellow', 'Conical Buoy']",
2488.png,['Position of Point Feature'],position of point feature
2489.png,['Foul Ground'],foul ground
2490.png,['Fishery Zone'],fishery zone
2491.png,['Fish Haven'],
2492.png,['Foul Ground'],foul ground
2493.png,['Offshore Platform'],offshore platform
2494.png,['Position of Point Feature'],position of point feature
2495.png,"['Yellow', 'Conical Buoy']",
2496.png,"['Green', 'Pillar Buoy']",
2497.png,"['Red', 'Pillar Buoy']",
2498.png,['Fishery Zone'],fishery zone
2499.png,['Fishery Zone'],fishery zone
2500.png,['Fish Haven'],
2501.png,['Fishery Zone'],fishery zone
2502.png,['Fish Haven'],
2503.png,['Fish Haven'],
2504.png,['Position Circle'],position circle
2505.png,['Position Circle'],position circle
2506.png,['Position Circle'],position circle
2507.png,['Position Circle'],position circle
2508.png,['Position Circle'],position circle
2509.png,['Position Circle'],position circle
2510.png,['Position Circle'],position circle
2511.png,['Position Circle'],position circle
2512.png,['Position Circle'],position circle
2513.png,['Position Circle'],position circle
2514.png,['Position Circle'],position circle
2515.png,['Danger Circle'],danger circle
2516.png,['Danger Circle'],danger circle
2517.png,['Danger Circle'],danger circle
2518.png,['Danger Circle'],danger circle
2519.png,['Danger Circle'],danger circle
2520.png,['Pilot Station'],pilot station
2521.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2522.png,"['Green', 'Light Flare', 'Light flare']",
2523.png,['Fish Haven'],
2524.png,['Large solid black circle'],
2525.png,['Position of Point Feature'],position of point feature
2526.png,['Danger Circle'],danger circle
2527.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2528.png,"['Can topmark', 'Pillar Buoy', 'Green', 'Radar Reflector']",
2529.png,"['Radar Reflector', 'Cone topmark', 'Pillar Buoy', 'Red']",
2530.png,['Fish Haven'],
2531.png,['Small solid black circle'],
2532.png,['Minor Light'],minor light
2533.png,['Minor Light'],minor light
2534.png,['Fish Haven'],
2535.png,"['Position Circle', 'Foul Ground']",foul ground
2536.png,['Position Circle'],position circle
2537.png,['Fish Haven'],
2538.png,['Position of Point Feature'],position of point feature
2539.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2540.png,['Danger Circle'],danger circle
2541.png,['Danger Circle'],danger circle
2542.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2543.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2544.png,"[None, 'Pillar Buoy', '“X” topmark']",
2545.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2546.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2547.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2548.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2549.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2550.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2551.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2552.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2553.png,['Minor Light'],minor light
2554.png,"['Light Flare', 'Minor Light', 'Offshore Platform']",minor light
2555.png,"['Light Flare', 'Minor Light', 'Offshore Platform']",minor light
2556.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2557.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2558.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2559.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2560.png,"['Yellow/Black', 'Lighted Beacon', 'Double cone topmark points downwards']",
2561.png,['Underwater Hazard'],hazard
2562.png,['Minor Light'],minor light
2563.png,['Underwater Hazard'],hazard
2564.png,['Position of Point Feature'],position of point feature
2565.png,"['Green', 'Lighted Beacon', 'Can topmark']",
2566.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2567.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2568.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2569.png,"['Lighted Beacon', 'Double ball topmark', 'Black/Red/Black']",
2570.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2571.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2572.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2573.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2574.png,"['Light Flare', 'Major Light']",
2575.png,"['Light Flare', 'Major Light']",
2576.png,"['Light Flare', 'Green', 'Spherical Buoy']",
2577.png,"['Light Flare', 'Major Light']",
2578.png,"['Light Flare', 'Pillar Buoy', 'Double ball topmark', 'Black/Red/Black']",
2579.png,"['Light Flare', 'Black/Red/Black', 'Pillar Buoy', 'Double ball topmark']",
2580.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2581.png,"['Light Flare', 'Yellow', 'Spar Buoy', '“X” topmark']",
2582.png,"['Black/Red/Black', 'Light Flare', 'Double ball topmark', 'Pillar Buoy']",
2583.png,"['Light Flare', 'Red', 'Spherical Buoy']",
2584.png,"['Red', 'Minor Light', 'Pillar Buoy', 'Cone topmark']",minor light
2585.png,"['Green', 'Light Flare', 'Pillar Buoy', 'Can topmark']",
2586.png,"['Light Flare', 'Green', 'Spherical Buoy']",
2587.png,['Tower'],
2588.png,['Telecommunication Tower'],
2589.png,['Tower'],
2590.png,['Telecommunication Tower'],
2591.png,['Tower'],
2592.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2593.png,['Stranded Wreck'],
2594.png,['Underwater Hazard'],hazard
2595.png,['Underwater Hazard'],hazard
2596.png,['Stranded Wreck'],
2597.png,['Underwater Hazard'],hazard
2598.png,['Underwater Hazard'],hazard
2599.png,['Stranded Wreck'],
2600.png,['Pilot Station'],pilot station
2601.png,['Underwater Hazard'],hazard
2602.png,['Underwater Hazard'],hazard
2603.png,['Stranded Wreck'],
2604.png,['Danger Circle'],danger circle
2605.png,"['Light Flare', 'Major Light']",
2606.png,"['Light Flare', 'Major Light']",
2607.png,"['Light Flare', 'Major Light']",
2608.png,"['Light Flare', 'Major Light']",
2609.png,"['Light Flare', 'Major Light']",
2610.png,"['Lighted Beacon', 'Double cone topmark points downwards', 'Yellow/Black']",
2611.png,"['Pillar Buoy', 'Green', 'Can topmark']",
2612.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2613.png,['Danger Circle'],danger circle
2614.png,['Pilot Station'],pilot station
2615.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2616.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2617.png,"['Yellow', 'Can Buoy']",
2618.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2619.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2620.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2621.png,"['Lighted Beacon', 'Green', 'Can topmark']",
2622.png,"['Spar Buoy', 'Yellow', '“X” topmark']",
2623.png,['horn'],
2624.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2625.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2626.png,['Position of Point Feature'],position of point feature
2627.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2628.png,['Fish Haven'],
2629.png,['Position Circle'],position circle
2630.png,['Position Circle'],position circle
2631.png,['Position Circle'],position circle
2632.png,['Position Circle'],position circle
2633.png,['Position Circle'],position circle
2634.png,['Position Circle'],position circle
2635.png,['Position of Point Feature'],position of point feature
2636.png,"['Position of Point Feature', 'Green']",position of point feature
2637.png,"['Position of Point Feature', 'Green']",position of point feature
2638.png,"['Position of Point Feature', 'Yellow']",position of point feature
2639.png,"['Conical Buoy', 'Yellow', 'Pillar Buoy']",
2640.png,['Fish Haven'],
2641.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2642.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2643.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2644.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2645.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2646.png,"['Cone topmark', 'Pillar Buoy', 'Red']",
2647.png,"['Pillar Buoy', '“X” topmark', 'Yellow']",
2648.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2649.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2650.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2651.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2652.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2653.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2654.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2655.png,"['Platform', 'Light Flare']",platform
2656.png,"['Pillar Buoy', 'Double cone topmark bases together', 'Yellow/Black/Yellow']",
2657.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2658.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2659.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2660.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2661.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2662.png,['Position Circle'],position circle
2663.png,['Position Circle'],position circle
2664.png,['Danger Circle'],danger circle
2665.png,['Light Flare'],
2666.png,"['Danger Circle', '4']",danger circle
2667.png,['Pile'],
2668.png,['Water Tower'],
2669.png,['Danger Circle'],danger circle
2670.png,"['Conical Buoy', 'Yellow']",
2672.png,['Position Circle'],position circle
2673.png,['Fish Haven'],
2674.png,"['Position of Point Feature', 'Yellow']",position of point feature
2675.png,"['Yellow', 'Spar Buoy']",
2676.png,['Foul Ground'],foul ground
2677.png,['Position of Point Feature'],position of point feature
2678.png,['Position of Point Feature'],position of point feature
2679.png,['Offshore Platform'],offshore platform
2680.png,['horn'],
2681.png,['Stranded Wreck'],
2683.png,"['Yellow/Black', 'Minor Light', 'Double cone topmark points downwards']",minor light
2684.png,"['Double cone topmark points downwards', 'Beacon', 'Yellow/Black']",
2685.png,['Minor Light'],minor light
2686.png,['Position of Point Feature'],position of point feature
2687.png,"['Beacon represented as a star', 'Green', 'Can topmark']",
2688.png,"['Beacon', 'Can topmark', 'Green']",
2689.png,"['Minor Light', 'Cone topmark', 'Red']",minor light
2690.png,"['Beacon', 'Red', 'Cone topmark']",
2691.png,"['Beacon represented as a star', 'Red', 'Cone topmark']",
2692.png,"['Beacon', 'Red', 'Cone topmark']",
2693.png,"['Beacon represented as a star', 'Green', 'Can topmark']",
2694.png,"['Green', 'Beacon', 'Can topmark']",
2695.png,"['Red', 'Beacon represented as a star']",
2696.png,"['Beacon', 'Red', 'Cone topmark']",
2697.png,"['Red', 'Beacon represented as a star']",
2698.png,"['Cone topmark', 'Red', 'Beacon']",
2699.png,['Minor Light'],minor light
2700.png,['Position of Point Feature'],position of point feature
2701.png,['Minor Light'],minor light
2702.png,['Beacon'],
2703.png,['Minor Light'],minor light
2704.png,['Danger Circle'],danger circle
2705.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
2706.png,['Position of Point Feature'],position of point feature
2707.png,['Telecommunication Tower'],
2708.png,['Position of Point Feature'],position of point feature
2709.png,['Position of Point Feature'],position of point feature
2710.png,['Position of Point Feature'],position of point feature
2711.png,"['Cone topmark', 'Red', 'Minor Light']",minor light
2712.png,"['Cone topmark', 'Red', 'Beacon']",
2713.png,"['Green', 'Lighted Beacon', 'Beacon represented as a star']",
2714.png,"['Green', 'Can topmark', 'Beacon']",
2715.png,['Minor Light'],minor light
2716.png,['Beacon'],
2717.png,['Minor Light'],minor light
2718.png,['Position of Point Feature'],position of point feature
2719.png,['Position of Point Feature'],position of point feature
2720.png,['Floodlighting of a structure'],
2721.png,['Danger Circle'],danger circle
2722.png,"['Barrel Buoy', 'White with Blue Horizontal Band(s)']",
2723.png,['Position of Point Feature'],position of point feature
2724.png,"['Bi-Directional Radio Reporting Point', 'area boundary']",bi-directional radio reporting point
2725.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2726.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2727.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2728.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2729.png,['Position Circle'],position circle
2730.png,['Position Circle'],position circle
2731.png,['Minor Light'],minor light
2732.png,['Minor Light'],minor light
2735.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2736.png,"['Red', None, 'Pillar Buoy', 'Cone topmark']",
2737.png,"['Light Flare', 'Pillar Buoy', 'Double cone topmark points upwards', 'Black/Yellow']",
2738.png,"['Double cone topmark points together', 'Yellow/Black/Yellow', 'Light Flare', 'Pillar Buoy']",
2739.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2740.png,"['Light Flare', 'Pillar Buoy', 'Red', 'Cone topmark']",
2741.png,"['Pillar Buoy', 'Light Flare', 'Black/Yellow', 'Double cone topmark points upwards']",
2742.png,"['Light Flare', 'Yellow/Black/Yellow', 'Double cone topmark points together', 'Pillar Buoy']",
2743.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2744.png,"['Red', 'Pillar Buoy', 'Light Flare', 'Cone topmark']",
2745.png,"['Light Flare', 'Red', 'Pillar Buoy', 'Can topmark']",
2746.png,"['Light Flare', 'Red', 'Pillar Buoy', 'Cone topmark']",
2747.png,"['Light Flare', 'Pillar Buoy', 'Double cone topmark points upwards', 'Black/Yellow']",
2748.png,"['Light Flare', 'Pillar Buoy', 'Double cone topmark bases together', 'Yellow/Black/Yellow']",
2749.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Can topmark']",
2750.png,"['Red', 'Light Flare', 'Pillar Buoy', 'Cone topmark']",
