file,tags,primary
2377.png,"['Light Flare', 'Light flare']",
2378.png,"['Light Flare', 'Light flare', 'Mast']",
2379.png,"['Mast', 'Light Flare', 'Light flare']",
2380.png,"['Light Flare', 'Light flare']",
2381.png,['Mooring Buoy'],
2382.png,['Mooring Buoy'],
2383.png,['Precautionary Area'],precautionary area
2384.png,"['Precautionary Area', 'Reported Anchorage']",precautionary area
2385.png,"['Precautionary Area', 'Reported Anchorage']",precautionary area
2386.png,['Mooring Buoy'],
2387.png,['Mooring Buoy'],
2388.png,"['Red', 'Conical Buoy']",conical buoy
2389.png,"['Light Flare', 'Light flare']",
2390.png,"['Can Buoy', 'Red']",can buoy
2391.png,['Lighted Beacon'],beacon
2392.png,['Underwater Hazard'],
2393.png,"['Dangerous Wreck, Depth Unknown']",
2394.png,['Underwater Hazard'],
2395.png,"['Dangerous Wreck, Depth Unknown']",
2396.png,['Reported Anchorage'],
2397.png,"['Red', 'Can Buoy']",can buoy
2398.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2399.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2400.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2401.png,"['Red', 'Can Buoy']",can buoy
2402.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2403.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2404.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2405.png,['Rocks'],
2406.png,['Rocks'],
2407.png,"['Pillar Buoy', 'Red', 'Can topmark']",
2408.png,"['Pillar Buoy', 'Can topmark', 'Red']",
2409.png,['Rocks'],
2410.png,['Rocks'],
2411.png,"['Red', 'Can Buoy']",can buoy
2412.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2413.png,"['Pillar Buoy', 'Red', 'Can topmark']",
2414.png,"['Yellow', 'Pillar Buoy', 'Can topmark']",
2415.png,['Mooring Buoy'],
2416.png,"['Red', 'Can Buoy']",can buoy
2417.png,"['Red', 'Pillar Buoy', '“X” topmark']",
2418.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2419.png,"['Red', 'Pillar Buoy', 'Can topmark']",
2420.png,['Rocks'],
2421.png,['Rocks'],
2422.png,['Mooring Buoy'],
2423.png,['Fish Haven'],
2424.png,['Fish Haven'],
2425.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2426.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2427.png,"['Double cone topmark points downwards', 'Lighted Beacon', 'Yellow/Black']",beacon
2428.png,['Fish Haven'],
2429.png,"['Yellow/Black', 'Lighted Beacon', 'Double cone topmark points downwards']",beacon
2430.png,['Fish Haven'],
2431.png,['Fish Haven'],
2432.png,['Minor Light'],
2433.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2434.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2435.png,['Position Circle'],
2436.png,"['Lighted Beacon', 'Yellow/Black', 'Double cone topmark points downwards']",beacon
2437.png,"['Pillar Buoy', 'Ball topmark', 'Red/White']",
2438.png,"['Superbuoy', 'Ball topmark']",superbuoy
2439.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2440.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2441.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2442.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2443.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2444.png,['Marine Farm'],
2445.png,['Marine Farm'],
2446.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2447.png,"['Pillar Buoy', 'Yellow']",
2448.png,['Submerged object with exact position marker'],
2449.png,['Position of Point Feature'],
2450.png,"['Yellow', 'Spherical Buoy']",
2451.png,['Position of Point Feature'],
2452.png,"['Beacon represented as a star', 'Cone topmark', 'Red']",beacon
2453.png,"['Beacon', 'Red', 'Cone topmark']",beacon
2454.png,"['Red', 'Beacon represented as a star']",beacon
2455.png,"['Red', 'Beacon', 'Cone topmark']",beacon
2456.png,['Underwater Hazard'],
2457.png,['Danger Circle'],
2458.png,['Position Circle'],
2459.png,['Stranded Wreck'],stranded wreck
2460.png,"['Dangerous Wreck, Depth Unknown']",
2461.png,"['Dangerous Wreck, Depth Unknown']",
2462.png,['Minor Light'],
2463.png,['Minor Light'],
2464.png,['Platform'],
2465.png,['Minor Light'],
2466.png,"['Beacon Tower', 'Light Flare', 'Vertical clearance', 'Red/White']",beacon
2467.png,['Minor Light'],
2468.png,['Minor Light'],
2469.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2470.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2471.png,['Fishery Zone'],
2472.png,['Fish Haven'],
2473.png,['Fish Haven'],
2474.png,['Fish Haven'],
2475.png,['Fish Haven'],
2476.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2477.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",beacon
2478.png,['Minor Light'],
2479.png,['horn'],
2480.png,"['Yellow', 'Conical Buoy']",conical buoy
2481.png,"['Yellow', 'Conical Buoy']",conical buoy
2482.png,"['Yellow', 'Conical Buoy']",conical buoy
2483.png,"['Yellow', 'Conical Buoy']",conical buoy
2484.png,"['Conical Buoy', 'Yellow']",conical buoy
2485.png,"['Yellow', 'Conical Buoy']",conical buoy
2486.png,['Major Light'],
2487.png,"['Yellow', 'Conical Buoy']",conical buoy
2488.png,['Position of Point Feature'],
2489.png,['Foul Ground'],
2490.png,['Fishery Zone'],
2491.png,['Fish Haven'],
2492.png,['Foul Ground'],
2493.png,['Offshore Platform'],
2494.png,['Position of Point Feature'],
2495.png,"['Yellow', 'Conical Buoy']",conical buoy
2496.png,"['Green', 'Pillar Buoy']",
2497.png,"['Red', 'Pillar Buoy']",
2498.png,['Fishery Zone'],
2499.png,['Fishery Zone'],
2500.png,['Fish Haven'],
2501.png,['Fishery Zone'],
2502.png,['Fish Haven'],
2503.png,['Fish Haven'],
2504.png,['Position Circle'],
2505.png,['Position Circle'],
2506.png,['Position Circle'],
2507.png,['Position Circle'],
2508.png,['Position Circle'],
2509.png,['Position Circle'],
2510.png,['Position Circle'],
2511.png,['Position Circle'],
2512.png,['Position Circle'],
2513.png,['Position Circle'],
2514.png,['Position Circle'],
2515.png,['Danger Circle'],
2516.png,['Danger Circle'],
2517.png,['Danger Circle'],
2518.png,['Danger Circle'],
2519.png,['Danger Circle'],
2520.png,['Pilot Station'],
2521.png,"['Dangerous Wreck, Depth Unknown']",
2522.png,"['Green', 'Light Flare', 'Light flare']",
2523.png,['Fish Haven'],
2524.png,['Large solid black circle'],
2525.png,['Position of Point Feature'],
2526.png,['Danger Circle'],
2527.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2528.png,"['Can topmark', 'Pillar Buoy', 'Green', 'Radar Reflector']",
2529.png,"['Radar Reflector', 'Cone topmark', 'Pillar Buoy', 'Red']",
2530.png,['Fish Haven'],
2531.png,['Small solid black circle'],
2532.png,['Minor Light'],
2533.png,['Minor Light'],
2534.png,['Fish Haven'],
2535.png,"['Position Circle', 'Foul Ground']",
2536.png,['Position Circle'],
2537.png,['Fish Haven'],
2538.png,['Position of Point Feature'],
2539.png,"['Dangerous Wreck, Depth Unknown']",
2540.png,['Danger Circle'],
2541.png,['Danger Circle'],
2542.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2543.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2544.png,"[None, 'Pillar Buoy', '“X” topmark']",none
2545.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2546.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2547.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2548.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2549.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2550.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2551.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2552.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2553.png,['Minor Light'],
2554.png,"['Light Flare', 'Minor Light', 'Offshore Platform']",
2555.png,"['Light Flare', 'Minor Light', 'Offshore Platform']",
2556.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2557.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2558.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2559.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2560.png,"['Yellow/Black', 'Lighted Beacon', 'Double cone topmark points downwards']",beacon
2561.png,['Underwater Hazard'],
2562.png,['Minor Light'],
2563.png,['Underwater Hazard'],
2564.png,['Position of Point Feature'],
2565.png,"['Green', 'Lighted Beacon', 'Can topmark']",beacon
2566.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2567.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2568.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2569.png,"['Lighted Beacon', 'Double ball topmark', 'Black/Red/Black']",beacon
2570.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2571.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2572.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2573.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2574.png,"['Light Flare', 'Major Light']",
2575.png,"['Light Flare', 'Major Light']",
2576.png,"['Light Flare', 'Green', 'Spherical Buoy']",
2577.png,"['Light Flare', 'Major Light']",
2578.png,"['Light Flare', 'Pillar Buoy', 'Double ball topmark', 'Black/Red/Black']",
2579.png,"['Light Flare', 'Black/Red/Black', 'Pillar Buoy', 'Double ball topmark']",
2580.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2581.png,"['Light Flare', 'Yellow', 'Spar Buoy', '“X” topmark']",
2582.png,"['Black/Red/Black', 'Light Flare', 'Double ball topmark', 'Pillar Buoy']",
2583.png,"['Light Flare', 'Red', 'Spherical Buoy']",
2584.png,"['Red', 'Minor Light', 'Pillar Buoy', 'Cone topmark']",
2585.png,"['Green', 'Light Flare', 'Pillar Buoy', 'Can topmark']",
2586.png,"['Light Flare', 'Green', 'Spherical Buoy']",
2587.png,['Tower'],
2588.png,['Telecommunication Tower'],
2589.png,['Tower'],
2590.png,['Telecommunication Tower'],
2591.png,['Tower'],
2592.png,"['Dangerous Wreck, Depth Unknown']",
2593.png,['Stranded Wreck'],stranded wreck
2594.png,['Underwater Hazard'],
2595.png,['Underwater Hazard'],
2596.png,['Stranded Wreck'],stranded wreck
2597.png,['Underwater Hazard'],
2598.png,['Underwater Hazard'],
2599.png,['Stranded Wreck'],stranded wreck
2600.png,['Pilot Station'],
2601.png,['Underwater Hazard'],
2602.png,['Underwater Hazard'],
2603.png,['Stranded Wreck'],stranded wreck
2604.png,['Danger Circle'],
2605.png,"['Light Flare', 'Major Light']",
2606.png,"['Light Flare', 'Major Light']",
2607.png,"['Light Flare', 'Major Light']",
2608.png,"['Light Flare', 'Major Light']",
2609.png,"['Light Flare', 'Major Light']",
2610.png,"['Lighted Beacon', 'Double cone topmark points downwards', 'Yellow/Black']",beacon
2611.png,"['Pillar Buoy', 'Green', 'Can topmark']",
2612.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
2613.png,['Danger Circle'],
2614.png,['Pilot Station'],
2615.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2616.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2617.png,"['Yellow', 'Can Buoy']",can buoy
2618.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2619.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2620.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2621.png,"['Lighted Beacon', 'Green', 'Can topmark']",beacon
2622.png,"['Spar Buoy', 'Yellow', '“X” topmark']",
2623.png,['horn'],
2624.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2625.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2626.png,['Position of Point Feature'],
2627.png,"['Dangerous Wreck, Depth Unknown']",
2628.png,['Fish Haven'],
2629.png,['Position Circle'],
2630.png,['Position Circle'],
2631.png,['Position Circle'],
2632.png,['Position Circle'],
2633.png,['Position Circle'],
2634.png,['Position Circle'],
2635.png,['Position of Point Feature'],
2636.png,"['Position of Point Feature', 'Green']",
2637.png,"['Position of Point Feature', 'Green']",
2638.png,"['Position of Point Feature', 'Yellow']",
2639.png,"['Conical Buoy', 'Yellow', 'Pillar Buoy']",conical buoy
2640.png,['Fish Haven'],
2641.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2642.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2643.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2644.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2645.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2646.png,"['Cone topmark', 'Pillar Buoy', 'Red']",
2647.png,"['Pillar Buoy', '“X” topmark', 'Yellow']",
2648.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2649.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2650.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2651.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2652.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2653.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2654.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2655.png,"['Platform', 'Light Flare']",
2656.png,"['Pillar Buoy', 'Double cone topmark bases together', 'Yellow/Black/Yellow']",
2657.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2658.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2659.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2660.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2661.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2662.png,['Position Circle'],
2663.png,['Position Circle'],
2664.png,['Danger Circle'],
2665.png,['Light Flare'],
2666.png,"['Danger Circle', '4']",
2667.png,['Pile'],
2668.png,['Water Tower'],
2669.png,['Danger Circle'],
2670.png,"['Conical Buoy', 'Yellow']",conical buoy
2672.png,['Position Circle'],
2673.png,['Fish Haven'],
2674.png,"['Position of Point Feature', 'Yellow']",
2675.png,"['Yellow', 'Spar Buoy']",
2676.png,['Foul Ground'],
2677.png,['Position of Point Feature'],
2678.png,['Position of Point Feature'],
2679.png,['Offshore Platform'],
2680.png,['horn'],
2681.png,['Stranded Wreck'],stranded wreck
2683.png,"['Yellow/Black', 'Minor Light', 'Double cone topmark points downwards']",
2684.png,"['Double cone topmark points downwards', 'Beacon', 'Yellow/Black']",beacon
2685.png,['Minor Light'],
2686.png,['Position of Point Feature'],
2687.png,"['Beacon represented as a star', 'Green', 'Can topmark']",beacon
2688.png,"['Beacon', 'Can topmark', 'Green']",beacon
2689.png,"['Minor Light', 'Cone topmark', 'Red']",
2690.png,"['Beacon', 'Red', 'Cone topmark']",beacon
2691.png,"['Beacon represented as a star', 'Red', 'Cone topmark']",beacon
2692.png,"['Beacon', 'Red', 'Cone topmark']",beacon
2693.png,"['Beacon represented as a star', 'Green', 'Can topmark']",beacon
2694.png,"['Green', 'Beacon', 'Can topmark']",beacon
2695.png,"['Red', 'Beacon represented as a star']",beacon
2696.png,"['Beacon', 'Red', 'Cone topmark']",beacon
2697.png,"['Red', 'Beacon represented as a star']",beacon
2698.png,"['Cone topmark', 'Red', 'Beacon']",beacon
2699.png,['Minor Light'],
2700.png,['Position of Point Feature'],
2701.png,['Minor Light'],
2702.png,['Beacon'],beacon
2703.png,['Minor Light'],
2704.png,['Danger Circle'],
2705.png,"['Dangerous Wreck, Depth Unknown']",
2706.png,['Position of Point Feature'],
2707.png,['Telecommunication Tower'],
2708.png,['Position of Point Feature'],
2709.png,['Position of Point Feature'],
2710.png,['Position of Point Feature'],
2711.png,"['Cone topmark', 'Red', 'Minor Light']",
2712.png,"['Cone topmark', 'Red', 'Beacon']",beacon
2713.png,"['Green', 'Lighted Beacon', 'Beacon represented as a star']",beacon
2714.png,"['Green', 'Can topmark', 'Beacon']",beacon
2715.png,['Minor Light'],
2716.png,['Beacon'],beacon
2717.png,['Minor Light'],
2718.png,['Position of Point Feature'],
2719.png,['Position of Point Feature'],
2720.png,['Floodlighting of a structure'],
2721.png,['Danger Circle'],
2722.png,"['Barrel Buoy', 'White with Blue Horizontal Band(s)']",barrel buoy
2723.png,['Position of Point Feature'],
2724.png,"['Bi-Directional Radio Reporting Point', 'area boundary']",
2725.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
2726.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2727.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2728.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2729.png,['Position Circle'],
2730.png,['Position Circle'],
2731.png,['Minor Light'],
2732.png,['Minor Light'],
2735.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2736.png,"['Red', None, 'Pillar Buoy', 'Cone topmark']",none
2737.png,"['Light Flare', 'Pillar Buoy', 'Double cone topmark points upwards', 'Black/Yellow']",
2738.png,"['Double cone topmark points together', 'Yellow/Black/Yellow', 'Light Flare', 'Pillar Buoy']",
2739.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2740.png,"['Light Flare', 'Pillar Buoy', 'Red', 'Cone topmark']",
2741.png,"['Pillar Buoy', 'Light Flare', 'Black/Yellow', 'Double cone topmark points upwards']",
2742.png,"['Light Flare', 'Yellow/Black/Yellow', 'Double cone topmark points together', 'Pillar Buoy']",
2743.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2744.png,"['Red', 'Pillar Buoy', 'Light Flare', 'Cone topmark']",
2745.png,"['Light Flare', 'Red', 'Pillar Buoy', 'Can topmark']",
2746.png,"['Light Flare', 'Red', 'Pillar Buoy', 'Cone topmark']",
2747.png,"['Light Flare', 'Pillar Buoy', 'Double cone topmark points upwards', 'Black/Yellow']",
2748.png,"['Light Flare', 'Pillar Buoy', 'Double cone topmark bases together', 'Yellow/Black/Yellow']",
2749.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Can topmark']",
2750.png,"['Red', 'Light Flare', 'Pillar Buoy', 'Cone topmark']",
2751.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Can topmark']",
2752.png,"['Red', 'Pillar Buoy', 'Light Flare', 'Cone topmark']",
2753.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Can topmark']",
2754.png,"['Light Flare', 'Red', 'Pillar Buoy', 'Cone topmark']",
2755.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Can topmark']",
2756.png,"['Pillar Buoy', 'Light Flare', 'Red', 'Cone topmark']",
2757.png,['Pillar Buoy'],
2758.png,"['Light Flare', 'Green', 'Can topmark', 'Pillar Buoy']",
2759.png,"['Light Flare', 'Pillar Buoy', 'Red', 'Cone topmark']",
2760.png,['Pillar Buoy'],
2761.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Can topmark']",
2762.png,"['Red', 'Light Flare', 'Pillar Buoy', 'Cone topmark']",
2763.png,['Can Buoy'],can buoy
2764.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2765.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2766.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2767.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2768.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2769.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2770.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2771.png,['Minor Light'],
2772.png,['Vertical clearance'],
2773.png,"['Dangerous Wreck, Depth Unknown']",
2774.png,"['Power', 'Submarine Cable', 'Submarine Cable']",submarine cable
2775.png,"['Submarine Cable', 'Submarine Cable', 'Power']",submarine cable
2776.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2777.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2778.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2779.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2780.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2781.png,"['Position of Point Feature', 'Yellow']",
2782.png,['Position Circle'],
2783.png,['Position of Point Feature'],
2784.png,['Position Circle'],
2785.png,['Offshore Platform'],
2786.png,['Underwater Hazard'],
2787.png,"['Yellow', 'Radar Reflector', 'Superbuoy']",superbuoy
2788.png,['Superbuoy'],superbuoy
2789.png,['Minor Light'],
2790.png,"['Dangerous Wreck, Depth Unknown']",
2791.png,['Fish Haven'],
2792.png,['Underwater Hazard'],
2793.png,['Position Circle'],
2794.png,['Danger Circle'],
2795.png,['Fish Haven'],
2796.png,['Position of Point Feature'],
2797.png,['Position of Point Feature'],
2798.png,"['Yellow', 'Conical Buoy']",conical buoy
2799.png,['Position of Point Feature'],
2800.png,['Position of Point Feature'],
2801.png,['Dashed Line Circle'],
2802.png,['Minor Light'],
2803.png,['Position of Point Feature'],
2804.png,['Position Circle'],
2805.png,['Position of Point Feature'],
2806.png,['Position of Point Feature'],
2807.png,['Position of Point Feature'],
2808.png,['Position of Point Feature'],
2809.png,['Pillar Buoy'],
2810.png,"['Light Flare', 'Major Light']",
2811.png,"['Light Flare', 'Minor Light']",
2812.png,"['Light Flare', 'Major Light']",
2813.png,"['Light Flare', 'Major Light']",
2814.png,"['Light Flare', 'Major Light']",
2815.png,"['Light Flare', 'Minor Light']",
2816.png,"['Light Flare', 'Major Light', 'area boundary']",
2817.png,['Religious Building (Non-Christian)'],
2818.png,"['Light Flare', 'Major Light']",
2819.png,"['Light Flare', 'Major Light']",
2820.png,"['Light Flare', 'Major Light']",
2821.png,"['Light Flare', 'Major Light']",
2822.png,"['Light Flare', 'Major Light']",
2823.png,"['Light Flare', 'Major Light']",
2824.png,"['Light Flare', 'Major Light']",
2825.png,"['Light Flare', 'Major Light']",
2826.png,"['Light Flare', 'Major Light', 'area boundary']",
2827.png,['Religious Building (Non-Christian)'],
2828.png,['Designated Anchor Berth'],
2829.png,['Designated Anchor Berth'],
2830.png,['Designated Anchor Berth'],
2831.png,['Designated Anchor Berth'],
2832.png,['Designated Anchor Berth'],
2833.png,['Designated Anchor Berth'],
2834.png,['Designated Anchor Berth'],
2835.png,['Designated Anchor Berth'],
2836.png,"['Quarantine', 'Reported Anchorage']",
2837.png,['Designated Anchor Berth'],
2838.png,['Designated Anchor Berth'],
2839.png,['Designated Anchor Berth'],
2840.png,['Designated Anchor Berth'],
2841.png,['Designated Anchor Berth'],
2842.png,['Designated Anchor Berth'],
2843.png,['Designated Anchor Berth'],
2844.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2845.png,"['Yellow', '“X” topmark', 'Conical Buoy']",conical buoy
2846.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2847.png,"['Yellow', 'Conical Buoy', '“X” topmark']",conical buoy
2848.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2849.png,"['Platform', 'Light Flare']",
2850.png,['Minor Light'],
2851.png,['Minor Light'],
2852.png,"['Can topmark', 'Green', 'Pillar Buoy']",
2853.png,"['Red', 'Cone topmark', 'Pillar Buoy']",
2854.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2855.png,['Fish Haven'],
2856.png,['Fish Haven'],
2857.png,['Fish Haven'],
2858.png,['Sandy Shore Line'],
2859.png,['Fish Haven'],
2860.png,"['Minor Light', 'Offshore Platform', 'Light Flare']",
2861.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2862.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2863.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2864.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2865.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2866.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2867.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2868.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2869.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2870.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2871.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2872.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2873.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
2874.png,['Fish Haven'],
2875.png,['Minor Light'],
2876.png,['Minor Light'],
2877.png,['Stranded Wreck'],stranded wreck
2878.png,"['Floating Windmill', 'Position Circle']",
2879.png,['Foul Ground'],
2880.png,"['Dangerous Wreck, Depth Unknown']",
2881.png,['Danger Circle'],
2882.png,"['Light Flare', 'Platform']",
2883.png,"['Dangerous Wreck, Depth Unknown']",
2884.png,['Stranded Wreck'],stranded wreck
2885.png,['Minor Light'],
2886.png,['Position of Point Feature'],
2887.png,['Chimney'],
2888.png,['Chimney'],
2889.png,['Position of Point Feature'],
2890.png,['Position of Point Feature'],
2891.png,['Foul Ground'],
2892.png,"['Dangerous Wreck, Depth Unknown']",
2893.png,['Position Circle'],
2894.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
2895.png,['Danger Circle'],
2896.png,['Danger Circle'],
2897.png,['Position Circle'],
2898.png,['Underwater Hazard'],
2899.png,['Position Circle'],
2900.png,['Danger Circle'],
2901.png,"['Dangerous Wreck, Depth Unknown']",
2902.png,['Position of Point Feature'],
2903.png,['Position of Point Feature'],
2904.png,['Vertical clearance'],
2905.png,['Position of Point Feature'],
2906.png,['Position of Point Feature'],
2907.png,['Position of Point Feature'],
2908.png,['Telecommunication Tower'],
2909.png,['Position of Point Feature'],
2910.png,['Position of Point Feature'],
2911.png,['Position of Point Feature'],
2912.png,['Position of Point Feature'],
2913.png,['Position of Point Feature'],
2914.png,['Position of Point Feature'],
2915.png,['Position of Point Feature'],
2916.png,['Position of Point Feature'],
2917.png,['Fish Haven'],
2918.png,['Danger Circle'],
2919.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2920.png,['Minor Light'],
2921.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2922.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2923.png,['Minor Light'],
2924.png,['Danger Circle'],
2925.png,['Danger Circle'],
2926.png,['Danger Circle'],
2927.png,"['Yellow', 'Conical Buoy']",conical buoy
2928.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
2929.png,['Position Circle'],
2930.png,['Tower'],
2931.png,['Pile'],
2932.png,['Tower'],
2933.png,['Position of Point Feature'],
2934.png,"['Dangerous Wreck, Depth Unknown']",
2935.png,"['Dangerous Wreck, Depth Unknown']",
2936.png,['Position Circle'],
2937.png,['Danger Circle'],
2938.png,['Position Circle'],
2939.png,['Position Circle'],
2940.png,['Underwater Hazard'],
2941.png,"['Dangerous Wreck, Depth Unknown']",
2942.png,"['Dangerous Wreck, Depth Unknown']",
2943.png,"['Dangerous Wreck, Depth Unknown']",
2944.png,"['Dangerous Wreck, Depth Unknown']",
2945.png,"['Dangerous Wreck, Depth Unknown']",
2946.png,['Fish Haven'],
2947.png,['circle with horizontal line pointing out of one side'],
2948.png,['Pile'],
2949.png,['Offshore Platform'],
2950.png,['Pile'],
2951.png,['Position of Point Feature'],
2952.png,['Underwater Hazard'],
2953.png,['Underwater Hazard'],
2954.png,['Vertical clearance'],
2955.png,['Position of Point Feature'],
2956.png,['Danger Circle'],
2957.png,"['Yellow', 'Pillar Buoy']",
2958.png,['Pillar Buoy'],
2959.png,"['Dangerous Wreck, Depth Unknown']",
